"No.","Time","Source","Destination","Protocol","Length","Info"
"484","7.375631","136.233.9.22","172.16.80.141","TLSv1.2","206","Application Data"
"485","7.376934","172.16.80.141","136.233.9.22","TLSv1.2","2482","Application Data"
"486","7.379484","136.233.9.22","172.16.80.141","TCP","54","443  >  56090 [ACK] Seq=18547 Ack=17777 Win=68352 Len=0"
"487","7.384436","136.233.9.22","172.16.80.141","TCP","54","443  >  56094 [ACK] Seq=442 Ack=7865 Win=45952 Len=0"
"488","7.386800","142.250.67.142","172.16.80.141","UDP","67","443  >  57237 Len=25"
"489","7.391911","136.233.9.22","172.16.80.141","TLSv1.2","206","Application Data"
"490","7.392148","136.233.9.22","172.16.80.141","TLSv1.2","206","Application Data"
"491","7.392534","172.16.80.141","136.233.9.22","TLSv1.2","2528","Application Data"
"492","7.393265","136.233.9.22","172.16.80.141","TLSv1.2","206","Application Data"
"493","7.393976","172.16.80.141","136.233.9.22","TLSv1.2","2479","Application Data"
"494","7.394237","136.233.9.22","172.16.80.141","TCP","54","443  >  56093 [ACK] Seq=442 Ack=7900 Win=45056 Len=0"
"495","7.396299","172.16.80.141","136.233.9.22","TLSv1.2","2527","Application Data"
"496","7.399028","136.233.9.22","172.16.80.141","TCP","54","443  >  56091 [ACK] Seq=442 Ack=7860 Win=46848 Len=0"
"497","7.399389","136.233.9.22","172.16.80.141","TLSv1.2","206","Application Data"
"498","7.401043","136.233.9.22","172.16.80.141","TCP","54","443  >  56092 [ACK] Seq=442 Ack=7911 Win=45952 Len=0"
"499","7.404027","172.16.80.141","136.233.9.22","TLSv1.2","2474","Application Data"
"500","7.405804","136.233.9.22","172.16.80.141","TLSv1.2","206","Application Data"
"501","7.408320","172.16.80.141","136.233.9.22","TLSv1.2","2490","Application Data"
"502","7.408935","136.233.9.22","172.16.80.141","TCP","54","443  >  56089 [ACK] Seq=8685 Ack=12752 Win=57472 Len=0"
"503","7.410589","136.233.9.22","172.16.80.141","TLSv1.2","206","Application Data"
"504","7.411597","136.233.9.22","172.16.80.141","TCP","54","443  >  56090 [ACK] Seq=18699 Ack=20213 Win=73216 Len=0"
"505","7.413296","172.16.80.141","136.233.9.22","TLSv1.2","2487","Application Data"
"506","7.415731","136.233.9.22","172.16.80.141","TCP","54","443  >  56094 [ACK] Seq=594 Ack=10298 Win=50816 Len=0"
"507","7.419356","136.233.9.22","172.16.80.141","TLSv1.2","206","Application Data"
"508","7.425426","136.233.9.22","172.16.80.141","TLSv1.2","206","Application Data"
"509","7.428350","136.233.9.22","172.16.80.141","TLSv1.2","206","Application Data"
"510","7.434318","136.233.9.22","172.16.80.141","TLSv1.2","206","Application Data"
"511","7.439741","136.233.9.22","172.16.80.141","TLSv1.2","206","Application Data"
"512","7.443086","136.233.9.22","172.16.80.141","TLSv1.2","206","Application Data"
"513","7.464658","172.16.80.141","136.233.9.22","TCP","54","56093  >  443 [ACK] Seq=7900 Ack=594 Win=130560 Len=0"
"514","7.480509","172.16.80.141","136.233.9.22","TCP","54","56092  >  443 [ACK] Seq=7911 Ack=594 Win=130560 Len=0"
"515","7.480580","172.16.80.141","136.233.9.22","TCP","54","56091  >  443 [ACK] Seq=7860 Ack=594 Win=130560 Len=0"
"516","7.480585","172.16.80.141","136.233.9.22","TCP","54","56090  >  443 [ACK] Seq=20213 Ack=18851 Win=130560 Len=0"
"517","7.480618","172.16.80.141","136.233.9.22","TCP","54","56089  >  443 [ACK] Seq=12752 Ack=8837 Win=130560 Len=0"
"518","7.496457","172.16.80.141","136.233.9.22","TCP","54","56094  >  443 [ACK] Seq=10298 Ack=746 Win=130560 Len=0"
"519","7.577310","172.16.83.200","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"520","7.577310","1e:5c:24:b9:d8:b2","Broadcast","ARP","60","Who has 172.17.56.1? Tell 172.17.60.28"
"521","7.577310","IntelCor_25:d8:25","Broadcast","ARP","60","Who has 172.16.80.180? (ARP Probe)"
"522","7.577310","172.16.80.1","255.255.255.255","DHCP","342","DHCP ACK      - Transaction ID 0xaa634eb9"
"523","7.577310","172.16.86.168","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"524","7.577310","IntelCor_f6:08:e2","Broadcast","ARP","60","Who has 169.254.255.255? Tell 172.16.83.88"
"525","7.577310","172.16.84.30","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"526","7.577310","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.128? Tell 172.16.80.1"
"527","7.781427","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.84.118? Tell 172.16.80.1"
"528","7.781427","IntelCor_5c:0c:10","Broadcast","ARP","60","Who has 172.16.87.33? Tell 172.16.84.23"
"529","7.781427","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.80.151? Tell 172.16.80.1"
"530","7.781427","IntelCor_92:f9:c3","Broadcast","ARP","60","Who has 172.16.80.1? Tell 172.16.85.78"
"531","7.986932","IntelCor_cb:ed:00","Broadcast","ARP","60","Who has 169.254.255.255? Tell 172.16.80.160"
"532","7.986932","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.80.183? Tell 172.16.80.1"
"533","7.986932","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.143? Tell 172.16.80.1"
"534","7.986932","172.16.83.88","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"535","7.986932","172.16.80.206","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"536","7.986932","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.83.239? Tell 172.16.80.1"
"537","7.986932","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.139? Tell 172.16.80.1"
"538","7.986932","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.50? Tell 172.16.80.1"
"539","7.986932","172.16.84.81","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"540","8.191452","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.80.227? Tell 172.16.80.1"
"541","8.191452","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.185? Tell 172.16.80.1"
"542","8.191452","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.82.5? Tell 172.16.80.1"
"543","8.191452","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.65? Tell 172.16.80.1"
"544","8.191452","172.16.82.136","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"545","8.191452","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.180? Tell 172.16.80.1"
"546","8.191452","172.16.80.160","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"547","8.396556","1e:5c:24:b9:d8:b2","Broadcast","ARP","60","Who has 172.17.56.1? Tell 172.17.60.28"
"548","8.396556","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.99? Tell 172.16.80.1"
"549","8.396556","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.84.85? Tell 172.16.80.1"
"550","8.396556","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.194? Tell 172.16.80.1"
"551","8.396556","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.85.6? Tell 172.16.80.1"
"552","8.396556","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.84.7? Tell 172.16.80.1"
"553","8.396556","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.227? Tell 172.16.80.1"
"554","8.396556","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.83.218? Tell 172.16.80.1"
"555","8.396556","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.106? Tell 172.16.80.1"
"556","8.396556","IntelCor_35:fc:b9","Broadcast","ARP","60","Who has 172.16.84.53? Tell 172.16.86.137"
"557","8.396556","IntelCor_35:fc:b9","Broadcast","ARP","60","Who has 172.16.81.214? Tell 172.16.86.137"
"558","8.396556","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.85.65? Tell 172.16.80.1"
"559","8.525555","172.16.80.141","136.233.9.22","TLSv1.2","2487","Application Data"
"560","8.527322","136.233.9.22","172.16.80.141","TCP","54","443  >  56094 [ACK] Seq=746 Ack=12731 Win=55680 Len=0"
"561","8.540429","136.233.9.22","172.16.80.141","TLSv1.2","1057","Application Data"
"562","8.540691","136.233.9.22","172.16.80.141","TCP","1514","443  >  56094 [ACK] Seq=1749 Ack=12731 Win=55680 Len=1460 [TCP segment of a reassembled PDU]"
"563","8.540711","172.16.80.141","136.233.9.22","TCP","54","56094  >  443 [ACK] Seq=12731 Ack=3209 Win=131328 Len=0"
"564","8.541215","136.233.9.22","172.16.80.141","TCP","1514","443  >  56094 [ACK] Seq=3209 Ack=12731 Win=55680 Len=1460 [TCP segment of a reassembled PDU]"
"565","8.543448","136.233.9.22","172.16.80.141","TCP","1514","443  >  56094 [ACK] Seq=4669 Ack=12731 Win=55680 Len=1460 [TCP segment of a reassembled PDU]"
"566","8.543467","172.16.80.141","136.233.9.22","TCP","54","56094  >  443 [ACK] Seq=12731 Ack=6129 Win=131328 Len=0"
"567","8.545143","136.233.9.22","172.16.80.141","TCP","1514","443  >  56094 [ACK] Seq=6129 Ack=12731 Win=55680 Len=1460 [TCP segment of a reassembled PDU]"
"568","8.547059","136.233.9.22","172.16.80.141","TCP","1514","443  >  56094 [ACK] Seq=7589 Ack=12731 Win=55680 Len=1460 [TCP segment of a reassembled PDU]"
"569","8.547073","172.16.80.141","136.233.9.22","TCP","54","56094  >  443 [ACK] Seq=12731 Ack=9049 Win=131328 Len=0"
"570","8.549041","136.233.9.22","172.16.80.141","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"571","8.551011","136.233.9.22","172.16.80.141","TCP","1514","443  >  56094 [ACK] Seq=10509 Ack=12731 Win=55680 Len=1460 [TCP segment of a reassembled PDU]"
"572","8.551025","172.16.80.141","136.233.9.22","TCP","54","56094  >  443 [ACK] Seq=12731 Ack=11969 Win=131328 Len=0"
"573","8.552937","136.233.9.22","172.16.80.141","TCP","1514","443  >  56094 [ACK] Seq=11969 Ack=12731 Win=55680 Len=1460 [TCP segment of a reassembled PDU]"
"574","8.554869","136.233.9.22","172.16.80.141","TLSv1.2","897","Application Data"
"575","8.554881","172.16.80.141","136.233.9.22","TCP","54","56094  >  443 [ACK] Seq=12731 Ack=14272 Win=131328 Len=0"
"576","8.561379","172.16.80.141","142.250.183.132","QUIC","1292","Initial, DCID=3fc4b442e927c6fb, PKN: 1, PADDING, CRYPTO, CRYPTO, PING, PADDING, CRYPTO, CRYPTO, PING, CRYPTO, CRYPTO, PADDING, PING, CRYPTO, CRYPTO"
"577","8.561585","172.16.80.141","142.250.183.132","QUIC","120","0-RTT, DCID=3fc4b442e927c6fb"
"578","8.561762","172.16.80.141","142.250.183.132","QUIC","1017","0-RTT, DCID=3fc4b442e927c6fb"
"579","8.563219","172.16.80.141","136.233.9.22","TLSv1.2","2532","Application Data"
"580","8.567162","136.233.9.22","172.16.80.141","TCP","54","443  >  56094 [ACK] Seq=14272 Ack=15209 Win=61440 Len=0"
"581","8.568125","172.16.80.141","136.233.9.22","TLSv1.2","2544","Application Data"
"582","8.569177","136.233.9.22","172.16.80.141","TCP","54","443  >  56090 [ACK] Seq=18851 Ack=22703 Win=78208 Len=0"
"583","8.593237","136.233.9.22","172.16.80.141","TLSv1.2","206","Application Data"
"584","8.597334","136.233.9.22","172.16.80.141","TLSv1.2","206","Application Data"
"585","8.601399","172.16.83.200","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"586","8.601399","CloudNet_79:23:0d","Broadcast","ARP","60","Who has 172.16.83.161? Tell 172.16.82.203"
"587","8.601399","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.83.69? Tell 172.16.80.1"
"588","8.601399","IntelCor_f6:08:e2","Broadcast","ARP","60","Who has 169.254.255.255? Tell 172.16.83.88"
"589","8.601399","172.16.84.30","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"590","8.601399","IntelCor_25:d8:25","Broadcast","ARP","60","Who has 172.16.80.180? (ARP Probe)"
"591","8.601399","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.83.27? Tell 172.16.80.1"
"592","8.601399","172.16.86.168","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"593","8.601399","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.80.117? Tell 172.16.1.1"
"594","8.601399","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.128? Tell 172.16.80.1"
"595","8.612323","142.250.183.132","172.16.80.141","QUIC","1292","Initial, SCID=3fc4b442e927c6fb, PKN: 1, ACK, PADDING"
"596","8.636660","172.16.80.141","136.233.9.22","TCP","54","56094  >  443 [ACK] Seq=15209 Ack=14424 Win=131072 Len=0"
"597","8.647819","142.250.183.132","172.16.80.141","QUIC","664","Protected Payload (KP0)"
"598","8.648151","142.250.183.132","172.16.80.141","QUIC","68","Protected Payload (KP0)"
"599","8.648151","142.250.183.132","172.16.80.141","QUIC","1292","Protected Payload (KP0)"
"600","8.648514","172.16.80.141","142.250.183.132","QUIC","153","Protected Payload (KP0), DCID=3fc4b442e927c6fb"
"601","8.652591","172.16.80.141","136.233.9.22","TCP","54","56090  >  443 [ACK] Seq=22703 Ack=19003 Win=130304 Len=0"
"602","8.673824","142.250.183.132","172.16.80.141","QUIC","162","Protected Payload (KP0)"
"603","8.673993","142.250.183.132","172.16.80.141","QUIC","67","Protected Payload (KP0)"
"604","8.674089","172.16.80.141","142.250.183.132","QUIC","75","Protected Payload (KP0), DCID=3fc4b442e927c6fb"
"605","8.716498","142.250.183.132","172.16.80.141","QUIC","551","Protected Payload (KP0)"
"606","8.716750","142.250.183.132","172.16.80.141","QUIC","622","Protected Payload (KP0)"
"607","8.716750","142.250.183.132","172.16.80.141","QUIC","271","Protected Payload (KP0)"
"608","8.716784","172.16.80.141","142.250.183.132","QUIC","77","Protected Payload (KP0), DCID=3fc4b442e927c6fb"
"609","8.716870","172.16.80.141","142.250.183.132","QUIC","75","Protected Payload (KP0), DCID=3fc4b442e927c6fb"
"610","8.741982","142.250.183.132","172.16.80.141","QUIC","67","Protected Payload (KP0)"
"611","8.806124","IntelCor_5c:0c:10","Broadcast","ARP","60","Who has 172.16.87.33? Tell 172.16.84.23"
"612","8.806124","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.84.175? Tell 172.16.80.1"
"613","8.806124","IntelCor_3d:81:c3","Broadcast","ARP","60","Who has 172.16.83.161? Tell 172.16.85.230"
"614","8.806124","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.80.151? Tell 172.16.80.1"
"615","8.806124","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.83.13? Tell 172.16.80.1"
"616","9.011182","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.143? Tell 172.16.80.1"
"617","9.011182","172.16.83.88","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"618","9.011182","172.16.80.206","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"619","9.011182","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.83.239? Tell 172.16.80.1"
"620","9.011182","IntelCor_a9:2c:57","Broadcast","ARP","60","Who has 169.254.169.254? Tell 172.16.86.181"
"621","9.011182","172.16.84.81","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"622","9.011182","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.50? Tell 172.16.80.1"
"623","9.216560","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.82.5? Tell 172.16.80.1"
"624","9.216560","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.65? Tell 172.16.80.1"
"625","9.216560","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.185? Tell 172.16.80.1"
"626","9.216560","172.16.82.136","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"627","9.216560","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.180? Tell 172.16.80.1"
"628","9.216560","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.83.29? Tell 172.16.80.1"
"629","9.216560","IntelCor_cb:ed:00","Broadcast","ARP","60","Who has 169.254.255.255? Tell 172.16.80.160"
"630","9.216560","172.16.80.160","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"631","9.216560","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.80.183? Tell 172.16.80.1"
"632","9.421404","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.84.85? Tell 172.16.80.1"
"633","9.421404","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.194? Tell 172.16.80.1"
"634","9.421404","IntelCor_35:fc:b9","Broadcast","ARP","60","Who has 172.16.84.53? Tell 172.16.86.137"
"635","9.421404","IntelCor_35:fc:b9","Broadcast","ARP","60","Who has 172.16.81.214? Tell 172.16.86.137"
"636","9.421404","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.85.6? Tell 172.16.80.1"
"637","9.421404","IntelCor_3d:81:c3","Broadcast","ARP","60","Who has 172.16.83.161? Tell 172.16.85.230"
"638","9.421404","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.99? Tell 172.16.80.1"
"639","9.421404","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.227? Tell 172.16.80.1"
"640","9.421404","IntelCor_7f:46:80","Broadcast","ARP","60","Who has 172.16.80.1? Tell 172.16.83.199"
"641","9.421404","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.83.218? Tell 172.16.80.1"
"642","9.421404","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.106? Tell 172.16.80.1"
"643","9.421404","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.85.65? Tell 172.16.80.1"
"644","9.421404","172.16.83.200","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"645","9.469417","172.16.80.141","142.250.67.142","UDP","1288","57237  >  443 Len=1246"
"646","9.469491","172.16.80.141","142.250.67.142","UDP","1292","57237  >  443 Len=1250"
"647","9.469520","172.16.80.141","142.250.67.142","UDP","363","57237  >  443 Len=321"
"648","9.494695","142.250.67.142","172.16.80.141","UDP","69","443  >  57237 Len=27"
"649","9.496149","142.250.67.142","172.16.80.141","UDP","67","443  >  57237 Len=25"
"650","9.520578","172.16.80.141","142.250.67.142","UDP","75","57237  >  443 Len=33"
"651","9.625039","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.83.69? Tell 172.16.80.1"
"652","9.625039","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.83.27? Tell 172.16.80.1"
"653","9.625039","172.16.84.30","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"654","9.625039","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.80.117? Tell 172.16.1.1"
"655","9.625039","172.16.86.168","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"656","9.625039","IntelCor_25:d8:25","Broadcast","ARP","60","Who has 172.16.80.180? (ARP Probe)"
"657","9.625039","IntelCor_5c:0c:10","Broadcast","ARP","60","Who has 172.16.87.33? Tell 172.16.84.23"
"658","9.701135","172.16.80.141","142.250.67.142","UDP","75","57237  >  443 Len=33"
"659","9.751493","142.250.67.142","172.16.80.141","UDP","67","443  >  57237 Len=25"
"660","9.817854","142.250.67.142","172.16.80.141","UDP","670","443  >  57237 Len=628"
"661","9.818114","142.250.67.142","172.16.80.141","UDP","231","443  >  57237 Len=189"
"662","9.818142","172.16.80.141","142.250.67.142","UDP","77","57237  >  443 Len=35"
"663","9.830201","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.84.175? Tell 172.16.80.1"
"664","9.830201","IntelCor_a9:2c:57","Broadcast","ARP","60","Who has 169.254.169.254? Tell 172.16.86.181"
"665","9.830201","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.139? Tell 172.16.80.1"
"666","9.830201","RivetNet_c3:11:bd","Broadcast","ARP","60","Who has 172.16.83.161? Tell 172.16.86.168"
"667","9.830201","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.83.13? Tell 172.16.80.1"
"668","9.830201","1e:5c:24:b9:d8:b2","Broadcast","ARP","60","Who has 172.17.56.1? Tell 172.17.60.28"
"669","9.830201","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.80.151? Tell 172.16.80.1"
"670","9.830201","IntelCor_cb:ed:00","Broadcast","ARP","60","Who has 169.254.255.255? Tell 172.16.80.160"
"671","9.844743","172.16.80.141","142.250.67.142","UDP","75","57237  >  443 Len=33"
"672","9.868356","142.250.67.142","172.16.80.141","UDP","67","443  >  57237 Len=25"
"673","10.034802","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.143? Tell 172.16.80.1"
"674","10.034802","IntelCor_f6:08:e2","Broadcast","ARP","60","Who has 169.254.255.255? Tell 172.16.83.88"
"675","10.034802","172.16.83.88","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"676","10.034802","172.16.80.206","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"677","10.034802","172.16.84.81","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"678","10.034802","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.50? Tell 172.16.80.1"
"679","10.240130","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.80.227? Tell 172.16.80.1"
"680","10.240130","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.82.5? Tell 172.16.80.1"
"681","10.240130","172.16.80.1","255.255.255.255","DHCP","342","DHCP Offer    - Transaction ID 0x4a4c3ee4"
"682","10.240130","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.65? Tell 172.16.80.1"
"683","10.240130","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.185? Tell 172.16.80.1"
"684","10.240130","172.16.82.136","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"685","10.240130","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.128? Tell 172.16.80.1"
"686","10.240130","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.83.29? Tell 172.16.80.1"
"687","10.240130","172.16.80.160","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"688","10.240130","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.180? Tell 172.16.80.1"
"689","10.240130","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.80.183? Tell 172.16.80.1"
"690","10.347300","172.16.80.141","142.250.183.132","QUIC","220","Protected Payload (KP0), DCID=3fc4b442e927c6fb"
"691","10.372659","142.250.183.132","172.16.80.141","QUIC","71","Protected Payload (KP0)"
"692","10.384649","172.16.80.141","142.250.183.132","QUIC","243","Protected Payload (KP0), DCID=3fc4b442e927c6fb"
"693","10.398573","172.16.80.141","142.250.183.132","QUIC","124","Protected Payload (KP0), DCID=3fc4b442e927c6fb"
"694","10.410508","142.250.183.132","172.16.80.141","QUIC","69","Protected Payload (KP0)"
"695","10.424606","142.250.183.132","172.16.80.141","QUIC","69","Protected Payload (KP0)"
"696","10.424841","172.16.80.141","142.250.183.132","QUIC","75","Protected Payload (KP0), DCID=3fc4b442e927c6fb"
"697","10.445154","IntelCor_35:fc:b9","Broadcast","ARP","60","Who has 172.16.84.53? Tell 172.16.86.137"
"698","10.445154","IntelCor_35:fc:b9","Broadcast","ARP","60","Who has 172.16.81.214? Tell 172.16.86.137"
"699","10.445154","IntelCor_3d:81:c3","Broadcast","ARP","60","Who has 172.16.83.161? Tell 172.16.85.230"
"700","10.445154","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.99? Tell 172.16.80.1"
"701","10.445154","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.84.85? Tell 172.16.80.1"
"702","10.445154","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.227? Tell 172.16.80.1"
"703","10.445154","172.16.80.1","255.255.255.255","DHCP","342","DHCP ACK      - Transaction ID 0x4a4c3ee4"
"704","10.445154","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.83.218? Tell 172.16.80.1"
"705","10.445154","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.106? Tell 172.16.80.1"
"706","10.445154","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.85.65? Tell 172.16.80.1"
"707","10.445154","172.16.83.200","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"708","10.460087","142.250.183.132","172.16.80.141","QUIC","533","Protected Payload (KP0)"
"709","10.460315","142.250.183.132","172.16.80.141","QUIC","67","Protected Payload (KP0)"
"710","10.460366","172.16.80.141","142.250.183.132","QUIC","77","Protected Payload (KP0), DCID=3fc4b442e927c6fb"
"711","10.486982","172.16.80.141","142.250.183.132","QUIC","75","Protected Payload (KP0), DCID=3fc4b442e927c6fb"
"712","10.510587","142.250.183.132","172.16.80.141","QUIC","67","Protected Payload (KP0)"
"713","10.516661","142.250.183.132","172.16.80.141","QUIC","295","Protected Payload (KP0)"
"714","10.516914","172.16.80.141","142.250.183.132","QUIC","77","Protected Payload (KP0), DCID=3fc4b442e927c6fb"
"715","10.517566","142.250.183.132","172.16.80.141","QUIC","207","Protected Payload (KP0)"
"716","10.519717","142.250.183.132","172.16.80.141","QUIC","1288","Protected Payload (KP0)"
"717","10.519981","172.16.80.141","142.250.183.132","QUIC","77","Protected Payload (KP0), DCID=3fc4b442e927c6fb"
"718","10.519994","142.250.183.132","172.16.80.141","QUIC","1292","Protected Payload (KP0)"
"719","10.520985","142.250.183.132","172.16.80.141","QUIC","1292","Protected Payload (KP0)"
"720","10.521236","172.16.80.141","142.250.183.132","QUIC","75","Protected Payload (KP0), DCID=3fc4b442e927c6fb"
"721","10.522648","142.250.183.132","172.16.80.141","QUIC","1292","Protected Payload (KP0)"
"722","10.524278","142.250.183.132","172.16.80.141","QUIC","772","Protected Payload (KP0)"
"723","10.524416","172.16.80.141","142.250.183.132","QUIC","75","Protected Payload (KP0), DCID=3fc4b442e927c6fb"
"724","10.525455","142.250.183.132","172.16.80.141","QUIC","199","Protected Payload (KP0)"
"725","10.529291","142.250.183.132","172.16.80.141","QUIC","1287","Protected Payload (KP0)"
"726","10.529508","172.16.80.141","142.250.183.132","QUIC","75","Protected Payload (KP0), DCID=3fc4b442e927c6fb"
"727","10.529611","142.250.183.132","172.16.80.141","QUIC","1292","Protected Payload (KP0)"
"728","10.530542","142.250.183.132","172.16.80.141","QUIC","1292","Protected Payload (KP0)"
"729","10.530676","172.16.80.141","142.250.183.132","QUIC","75","Protected Payload (KP0), DCID=3fc4b442e927c6fb"
"730","10.532228","142.250.183.132","172.16.80.141","QUIC","1292","Protected Payload (KP0)"
"731","10.533934","142.250.183.132","172.16.80.141","QUIC","1292","Protected Payload (KP0)"
"732","10.534147","172.16.80.141","142.250.183.132","QUIC","75","Protected Payload (KP0), DCID=3fc4b442e927c6fb"
"733","10.535944","142.250.183.132","172.16.80.141","QUIC","1292","Protected Payload (KP0)"
"734","10.537240","142.250.183.132","172.16.80.141","QUIC","1292","Protected Payload (KP0)"
"735","10.537370","172.16.80.141","142.250.183.132","QUIC","75","Protected Payload (KP0), DCID=3fc4b442e927c6fb"
"736","10.538949","142.250.183.132","172.16.80.141","QUIC","1292","Protected Payload (KP0)"
